tipo_acto,tipo_destinatario,tipo_discapacidad,ok,urgencia,titulo,url,error
sentencia_civil,perito,intelectual,OK,rojo,"El juez lo ha condenado por robo. Usted tiene que cumplir con obligaciones específicas y puede apelar esta decisión",https://notificar-clara.vercel.app/n/bd7bb26f-dcce-4cbf-ab69-60b998f9b27d,""
sentencia_penal,actor,,OK,rojo,"Le comunicamos la sentencia: usted ha sido condenado por robo",https://notificar-clara.vercel.app/n/ff7b2cfa-dc2e-4c19-acba-fed2c86de6a1,""
sentencia_penal,actor,visual,OK,rojo,"El juez lo condenó por robo. Qué significa y qué debe hacer ahora",https://notificar-clara.vercel.app/n/8c8aae1d-beb8-41cb-9441-2da4d5692f22,""
sentencia_penal,actor,auditiva,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo. Debe cumplir obligaciones y pagar 500 mil pesos",https://notificar-clara.vercel.app/n/255ecdc3-b709-4f7d-a940-7d46a77e70da,""
sentencia_penal,actor,motriz,OK,rojo,"Lo condenaron por robo, pero no irá preso ahora",https://notificar-clara.vercel.app/n/9d8c6c2f-c7f1-4e7c-9c78-ab02df772609,""
sentencia_penal,actor,intelectual,OK,rojo,"La justicia lo condenó por robo. Entienda cuál es su situación ahora",https://notificar-clara.vercel.app/n/b306005a-c7fb-4de7-bea5-728dd1e3e6eb,""
sentencia_penal,demandado,,OK,rojo,"Usted ha sido condenado por robo. Aquí está explicado qué significa la sentencia y qué debe hacer ahora",https://notificar-clara.vercel.app/n/2411dc69-1aeb-4c3c-9129-512a23bc40df,""
sentencia_penal,demandado,visual,OK,rojo,"Ha sido condenado por robo. Conocé la sentencia y sus consecuencias",https://notificar-clara.vercel.app/n/1de9b13e-3859-41c0-8ec8-4c1b82dfb732,""
sentencia_penal,demandado,auditiva,OK,rojo,"Le condenan a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/f944a069-b56e-49b7-b104-0430343788a9,""
sentencia_penal,demandado,motriz,OK,rojo,"El juez lo condenó por robo. Debe cumplir obligaciones y puede apelar.",https://notificar-clara.vercel.app/n/ae3496c0-e309-48d5-91c0-8f0a5e296abd,""
sentencia_penal,demandado,intelectual,OK,rojo,"Usted ha sido condenado por robo. Lo que significa y qué debe hacer ahora",https://notificar-clara.vercel.app/n/04c90c82-9108-4313-be78-a9ee163f9d5f,""
sentencia_penal,imputado,,OK,rojo,"Usted ha sido condenado por robo. Esto es lo que debe saber",https://notificar-clara.vercel.app/n/123ecd50-e76a-41a1-8ae4-1aa9eab5018d,""
sentencia_penal,imputado,visual,OK,rojo,"Usted ha sido condenado a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/6017ac00-587f-45ef-8df1-0171bb27eec4,""
sentencia_penal,imputado,auditiva,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/e8ea3c49-990b-4f7f-8660-70af72fcc92d,""
sentencia_penal,imputado,motriz,OK,rojo,"Usted ha sido condenado por robo. Entenda la sentencia y sus obligaciones.",https://notificar-clara.vercel.app/n/2b0c4f1b-bce3-4a58-b8c7-c7aac1931d08,""
sentencia_penal,imputado,intelectual,OK,rojo,"Ha sido condenado por robo: 3 años de prisión en suspenso y obligaciones que debe cumplir",https://notificar-clara.vercel.app/n/c9223e3c-7e6a-4a89-b901-9225fa0029e3,""
sentencia_penal,victima,,OK,rojo,"Lo han condenado por robo: 3 años de prisión en suspenso",https://notificar-clara.vercel.app/n/fa4a831f-7bcd-45d8-938b-09dc6ad3ae02,""
sentencia_penal,victima,visual,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/024657e6-5be8-4ae8-accc-2de67fb7dd3e,""
sentencia_penal,victima,auditiva,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/71eff0a9-806a-497a-a33c-e5385d745b3d,""
sentencia_penal,victima,motriz,OK,rojo,"Le condenan a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/baf5deca-961b-4174-a623-e88791144403,""
sentencia_penal,victima,intelectual,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo. Esto es lo que significa.",https://notificar-clara.vercel.app/n/d1889376-a5d4-4dda-a2dd-d9f59ab21a1a,""
sentencia_penal,testigo,,OK,rojo,"Ha sido condenado por robo. Conocé la sentencia y qué debe hacer ahora.",https://notificar-clara.vercel.app/n/c6af9b2a-9be1-4728-841b-2764a5a7ac81,""
sentencia_penal,testigo,visual,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/926ce198-070c-45f7-a7c6-fc92e170ac1b,""
sentencia_penal,testigo,auditiva,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/f66f0cfd-5809-4672-8986-dc03b781af82,""
sentencia_penal,testigo,motriz,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo. Puede apelar dentro de 10 días.",https://notificar-clara.vercel.app/n/611a5d42-3fa3-4fd9-999c-01d4bbcc2570,""
sentencia_penal,testigo,intelectual,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/67e12ed7-2086-46ae-9905-a1d348216204,""
sentencia_penal,nna_0_6,,OK,rojo,"Ha sido condenado por robo. Debe conocer sus obligaciones y su derecho a apelar",https://notificar-clara.vercel.app/n/7e2a337c-1b0d-4d20-be0f-67b1b2fb01a1,""
sentencia_penal,nna_0_6,visual,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/c56ea13f-48e5-46c2-b3ba-3a1d88482f55,""
sentencia_penal,nna_0_6,auditiva,OK,rojo,"Lo han condenado a 3 años de prisión en suspenso por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/c32619d8-6c8e-49f1-9a37-80b5c84bf06a,""
sentencia_penal,nna_0_6,motriz,OK,rojo,"Usted ha sido condenado por robo. Conoce sus obligaciones y su derecho a apelar",https://notificar-clara.vercel.app/n/bd31c56c-700b-4797-a6e4-da4d1392cd6c,""
sentencia_penal,nna_0_6,intelectual,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo. Conocé qué significa y qué puede hacer ahora.",https://notificar-clara.vercel.app/n/7c8904e8-a644-4ee7-a28b-da3279915c28,""
sentencia_penal,nna_7_12,,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/20b56c97-ec0c-4062-9070-ec6a65418a55,""
sentencia_penal,nna_7_12,visual,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/d07f751d-77fb-46a1-b12e-22851a40824a,""
sentencia_penal,nna_7_12,auditiva,OK,rojo,"Lo han condenado a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/ddab339f-9eeb-4860-a217-58ec4d7e092e,""
sentencia_penal,nna_7_12,motriz,OK,rojo,"Usted ha sido condenado por robo. Esto es lo que debe saber",https://notificar-clara.vercel.app/n/a1a6a536-5f96-426c-b1fa-f95660909ece,""
sentencia_penal,nna_7_12,intelectual,OK,rojo,"La justicia lo condenó: 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/1041cc87-216d-4306-98ee-0701e48f4683,""
sentencia_penal,nna_13_17,,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/12a51742-dd94-4eeb-bb9c-0020397877b7,""
sentencia_penal,nna_13_17,visual,OK,rojo,"Lo condenaron a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/04330062-1bc7-4e83-91f2-9cf3282225f0,""
sentencia_penal,nna_13_17,auditiva,OK,rojo,"Usted ha sido condenado por robo. Explicamos qué significa y qué debe hacer ahora",https://notificar-clara.vercel.app/n/b574100b-5498-4348-b99e-363ec4c6123f,""
sentencia_penal,nna_13_17,motriz,OK,rojo,"El juez lo condenó por robo. Lo que significa y qué debe hacer ahora",https://notificar-clara.vercel.app/n/18ea0d3b-4b41-40a6-b9ac-de9177ff7d4f,""
sentencia_penal,nna_13_17,intelectual,OK,rojo,"Lo han condenado a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/a12b943f-00a6-47a5-8ab2-113d8d7bb80e,""
sentencia_penal,adulto_mayor,,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo. Debe cumplir obligaciones y puede apelar",https://notificar-clara.vercel.app/n/1856e8a5-a6c3-43f2-8236-53936a58de66,""
sentencia_penal,adulto_mayor,visual,OK,rojo,"El juez ha tomado una decisión sobre su caso: lo condenan a prisión en suspenso y a pagar una reparación",https://notificar-clara.vercel.app/n/59c9866b-5d0b-47b9-bb50-57d598e5c128,""
sentencia_penal,adulto_mayor,auditiva,OK,rojo,"El juez lo condenó por robo. Debe cumplir obligaciones y tiene derecho a apelar.",https://notificar-clara.vercel.app/n/8e3bf934-157c-410b-b51b-82c018595e10,""
sentencia_penal,adulto_mayor,motriz,OK,rojo,"Lo han condenado a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/1c9dafa5-9a69-4056-ac7e-1c7091648d55,""
sentencia_penal,adulto_mayor,intelectual,OK,rojo,"Usted ha sido condenado por robo. La justicia le impone obligaciones y le explica sus derechos",https://notificar-clara.vercel.app/n/5714e062-9fc2-4b29-845d-bf52aa4ef846,""
sentencia_penal,letrado,,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/99616bdd-8d9f-42af-965e-dcb797e7af86,""
sentencia_penal,letrado,visual,OK,rojo,"Usted ha sido condenado por robo, pero no irá a prisión",https://notificar-clara.vercel.app/n/8e6d0b72-3343-4a83-8fc9-06dcef8a5898,""
sentencia_penal,letrado,auditiva,OK,rojo,"Lo han condenado a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/d8f451e4-dd7b-4bc7-8bf8-af6dc825139f,""
sentencia_penal,letrado,motriz,OK,rojo,"Lo condenaron a 3 años en suspenso por robo. Esto es lo que debe hacer ahora",https://notificar-clara.vercel.app/n/c37467ff-4135-423a-9b7c-e9bdf07f6999,""
sentencia_penal,letrado,intelectual,OK,rojo,"Lo condenaron a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/08ec815f-474b-49cb-99e7-93fe38008560,""
sentencia_penal,perito,,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/962de9dd-cb38-4b8d-b55d-c6452eddc57d,""
sentencia_penal,perito,visual,OK,rojo,"Lo condenaron a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/f20b5853-b42f-4a7e-80fd-36779b15d536,""
sentencia_penal,perito,auditiva,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo. Debe cumplir obligaciones y puede apelar.",https://notificar-clara.vercel.app/n/ef956635-da9e-425f-9b73-0bde46cc88a8,""
sentencia_penal,perito,motriz,OK,rojo,"Lo condenaron, pero no irá preso de inmediato",https://notificar-clara.vercel.app/n/a04286d9-e105-4c62-bb3c-0b98262f19c3,""
sentencia_penal,perito,intelectual,OK,rojo,"Usted ha sido condenado a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/d41e048c-4eb3-4dc5-9fb4-a6fc1a3081a5,""
sentencia_camara,actor,,OK,rojo,"La justicia lo condenó a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/a1edcacc-b580-4b96-8563-ac75063348eb,""
sentencia_camara,actor,visual,OK,rojo,"Lo han condenado a prisión en suspenso y debe cumplir obligaciones",https://notificar-clara.vercel.app/n/947223cf-0ad5-41c1-bca0-11898a0ede3b,""
sentencia_camara,actor,auditiva,OK,rojo,"Lo han condenado a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/84d62205-ac29-4a6f-af45-d3915fc33acb,""
sentencia_camara,actor,motriz,OK,rojo,"Lo han condenado a tres años de prisión en suspenso por robo, con obligaciones que debe cumplir",https://notificar-clara.vercel.app/n/843f4989-5292-41a1-8a11-d4c644c85c13,""
sentencia_camara,actor,intelectual,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/dfc26405-a764-4976-ab83-350491c6a9af,""
sentencia_camara,demandado,,OK,rojo,"El tribunal lo ha condenado por robo: debe cumplir ciertas obligaciones",https://notificar-clara.vercel.app/n/87df4df4-1cc5-4d3b-b7af-8687ff642c59,""
sentencia_camara,demandado,visual,OK,rojo,"Lo que el juez decidió sobre el caso de robo: condenación con prisión suspendida",https://notificar-clara.vercel.app/n/60c6b088-2e4c-4c40-99bc-0ffaa5f6761a,""
sentencia_camara,demandado,auditiva,OK,rojo,"Lo condenaron por robo: 3 años de prisión suspendida y debe pagar 500 mil pesos",https://notificar-clara.vercel.app/n/8884a7b9-a000-40a5-86e4-5eb20ec08ca3,""
sentencia_camara,demandado,motriz,OK,rojo,"El juez lo condenó a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/64e717e2-699a-43fd-8c4f-42091b2c2217,""
sentencia_camara,demandado,intelectual,OK,rojo,"Lo condenaron por robo: tiene pena de prisión en suspenso y obligaciones que debe cumplir",https://notificar-clara.vercel.app/n/6ae28e5d-ceaf-4847-a1f9-ff93a94e65c0,""
sentencia_camara,imputado,,OK,rojo,"Lo han condenado a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/ef513332-92c3-4fba-8178-71ae9915e664,""
sentencia_camara,imputado,visual,ERROR,,"",,"fetch failed"
sentencia_camara,imputado,auditiva,OK,rojo,"Lo condenaron a prisión en suspenso por robo. Debe cumplir obligaciones y puede apelar.",https://notificar-clara.vercel.app/n/80725f21-3e10-4d00-9cd9-97175504c18b,""
sentencia_camara,imputado,motriz,OK,rojo,"La justicia lo condenó por robo: 3 años en suspenso y obligaciones que debe cumplir",https://notificar-clara.vercel.app/n/766abb93-c362-42eb-9a65-79b9e48c5e08,""
sentencia_camara,imputado,intelectual,OK,rojo,"Lo han condenado: debe cumplir pena en suspenso y obligaciones judiciales",https://notificar-clara.vercel.app/n/6367ef0d-2929-4b6d-9840-24ed4b4ec9fb,""
sentencia_camara,victima,,OK,rojo,"Lo han condenado a prisión en suspenso por robo y debe pagar una reparación",https://notificar-clara.vercel.app/n/c302268c-a871-4b4b-a0ea-f175c409adfb,""
sentencia_camara,victima,visual,OK,rojo,"Usted ha sido condenado por robo. La sentencia es apelable.",https://notificar-clara.vercel.app/n/c8d78901-5ec2-4759-93a2-492a3ed5a73b,""
sentencia_camara,victima,auditiva,OK,rojo,"Le han condenado a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/0fc3d802-d914-4e50-9f6a-00484d4db563,""
sentencia_camara,victima,motriz,OK,rojo,"Ha sido condenado por robo. Conocé qué significa esta sentencia y qué debe hacer ahora",https://notificar-clara.vercel.app/n/2183b305-3605-4670-9066-b42792b38a19,""
sentencia_camara,victima,intelectual,OK,rojo,"Lo han condenado a prisión en suspenso por robo y tiene que cumplir obligaciones",https://notificar-clara.vercel.app/n/2cd50a03-a890-47c5-88a7-5e32c38d9271,""
sentencia_camara,testigo,,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/1213a691-d09d-4638-866b-949816529ced,""
sentencia_camara,testigo,visual,OK,rojo,"Le condenaron a prisión en suspenso por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/b9844d7a-252c-4e11-a33e-f0817408dcfd,""
sentencia_camara,testigo,auditiva,OK,rojo,"Lo han condenado a prisión en suspenso y debe cumplir obligaciones",https://notificar-clara.vercel.app/n/268920af-9e6c-4b5a-a751-94e94127a724,""
sentencia_camara,testigo,motriz,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo. Puede apelar en 10 días.",https://notificar-clara.vercel.app/n/d2f3dafa-d2e8-4d0d-abd0-b0092a12f50d,""
sentencia_camara,testigo,intelectual,OK,rojo,"Lo han condenado a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/efd801a9-1613-4ccd-94ac-0e47a3202e86,""
sentencia_camara,nna_0_6,,OK,rojo,"Lo condenaron por robo: prisión en suspenso y obligaciones que debe cumplir",https://notificar-clara.vercel.app/n/f04ca978-508a-4a5b-bd56-4342d7088cbb,""
sentencia_camara,nna_0_6,visual,OK,rojo,"Lo condenaron a prisión en suspenso por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/194276e6-626c-427f-aabd-93bb16c8f6e4,""
sentencia_camara,nna_0_6,auditiva,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/027274ed-adb0-40d6-843e-903d3a8786e8,""
sentencia_camara,nna_0_6,motriz,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/907c1d08-0eab-4d77-8035-608d8845e425,""
sentencia_camara,nna_0_6,intelectual,OK,rojo,"Lo han condenado a prisión en suspenso por robo. Puede apelar en 10 días.",https://notificar-clara.vercel.app/n/755cad9f-28e1-467b-9a05-2d0574c17b6f,""
sentencia_camara,nna_7_12,,OK,rojo,"Lo condenaron por robo: 3 años de prisión en suspenso y obligaciones que debe cumplir",https://notificar-clara.vercel.app/n/40c71c6c-e0d7-436b-b0cb-8a1da1dd7f9f,""
sentencia_camara,nna_7_12,visual,OK,rojo,"Lo condenaron por robo. Tiene 3 años de prisión suspendida y obligaciones que cumplir",https://notificar-clara.vercel.app/n/23d8c422-270d-4175-ad08-a7b86ce6a310,""
sentencia_camara,nna_7_12,auditiva,OK,rojo,"Lo que dice la justicia sobre su caso: ha sido condenado",https://notificar-clara.vercel.app/n/6533346e-bf7b-422c-b042-a06113c29d62,""
sentencia_camara,nna_7_12,motriz,OK,rojo,"Lo que decidió el juez: condena a prisión en suspenso y obligaciones que debe cumplir",https://notificar-clara.vercel.app/n/03308ed4-9cb6-411e-ad5a-74a2fc1ada26,""
sentencia_camara,nna_7_12,intelectual,OK,rojo,"Lo condenaron a tres años de prisión suspendida por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/264555dc-2e6d-4f74-bd80-69d3a0d54cfb,""
sentencia_camara,nna_13_17,,OK,rojo,"Usted ha sido condenado por robo: qué significa esta sentencia y qué puede hacer",https://notificar-clara.vercel.app/n/b85f4d68-8699-44b0-bbcd-130c3ee19344,""
sentencia_camara,nna_13_17,visual,OK,rojo,"Lo han condenado por robo: qué significa la sentencia y qué opciones tiene",https://notificar-clara.vercel.app/n/02f911d2-29db-4a61-8084-34b03e26908f,""
sentencia_camara,nna_13_17,auditiva,OK,rojo,"Lo condenaron a prisión en suspenso y debe pagar reparación del daño",https://notificar-clara.vercel.app/n/0c3dfa71-3bd4-48d7-bd43-e2ce41494ed0,""
sentencia_camara,nna_13_17,motriz,OK,rojo,"Usted ha sido condenado a prisión en suspenso por robo. Conozca sus obligaciones y sus derechos",https://notificar-clara.vercel.app/n/3d9f4323-07ac-46d8-b740-054a2862b1fb,""
sentencia_camara,nna_13_17,intelectual,OK,rojo,"Lo han condenado a prisión en suspenso por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/55d3c714-7186-4434-8941-a562c3734155,""
sentencia_camara,adulto_mayor,,OK,rojo,"Ha sido condenado por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/0d033d36-91b9-4e51-b2d4-32f40fb1e3f9,""
sentencia_camara,adulto_mayor,visual,OK,rojo,"Usted ha sido condenado por robo. La sentencia establece pena, obligaciones y un plazo para apelar.",https://notificar-clara.vercel.app/n/7dabe473-dc8a-40bc-b7f2-14589e20046e,""
sentencia_camara,adulto_mayor,auditiva,OK,rojo,"Usted ha sido condenado por robo. Estos son sus derechos y obligaciones.",https://notificar-clara.vercel.app/n/51e796fb-1ca4-4f5a-aa32-742d7f4e6130,""
sentencia_camara,adulto_mayor,motriz,OK,rojo,"Lo han condenado a tres años de prisión en suspenso por robo. Qué significa y qué debe hacer ahora.",https://notificar-clara.vercel.app/n/0929fe38-ff3a-41ac-8260-778d48d23f00,""
sentencia_camara,adulto_mayor,intelectual,OK,rojo,"Lo que decidió el juez después del juicio: usted fue condenado",https://notificar-clara.vercel.app/n/935498a0-20f7-45bf-a61a-ee151f593555,""
sentencia_camara,letrado,,OK,rojo,"Lo han condenado a prisión en suspenso y tiene obligaciones que cumplir",https://notificar-clara.vercel.app/n/0d964e1e-daec-4709-9ba5-2569aee15c42,""
sentencia_camara,letrado,visual,OK,rojo,"Lo condenaron a prisión en suspenso por robo y debe pagar una reparación",https://notificar-clara.vercel.app/n/202687f1-6c1d-48d2-b2ba-4d8b024be5fb,""
sentencia_camara,letrado,auditiva,OK,rojo,"Lo han condenado por robo: 3 años de prisión en suspenso y obligaciones que debe cumplir",https://notificar-clara.vercel.app/n/cf2b0578-afe6-4df4-8cc5-ef1dfa8554ef,""
sentencia_camara,letrado,motriz,OK,rojo,"Lo condenaron a prisión en suspenso por robo. Tiene 10 días para apelar si no está de acuerdo",https://notificar-clara.vercel.app/n/babec86a-4daf-42da-9f0b-426c392a3e37,""
sentencia_camara,letrado,intelectual,OK,rojo,"Ha sido condenado por robo. Entienda qué significa y qué debe hacer ahora.",https://notificar-clara.vercel.app/n/230bc653-55ac-4435-84d1-c8318905a572,""
sentencia_camara,perito,,OK,rojo,"Le han condenado a 3 años de prisión en suspenso por robo. Aquí está explicado qué significa y qué debe hacer ahora.",https://notificar-clara.vercel.app/n/1a5bd5d9-6b4a-4d49-bdfe-534b6f9d4606,""
sentencia_camara,perito,visual,OK,rojo,"Usted ha sido condenado por robo. Debe saber qué significa esta sentencia y qué debe hacer ahora.",https://notificar-clara.vercel.app/n/f54e1f9d-5231-49c2-a96c-9de6abab6937,""
sentencia_camara,perito,auditiva,OK,rojo,"Lo condenaron a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/b48bb32a-0c5d-4469-aff6-8851f072b31a,""
sentencia_camara,perito,motriz,OK,rojo,"Le han condenado a prisión en suspenso por robo. Puede apelar esta sentencia.",https://notificar-clara.vercel.app/n/a4cd495f-b9d2-4227-8cc1-1a6002ae2843,""
sentencia_camara,perito,intelectual,OK,rojo,"Le han condenado a prisión en suspenso por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/2d316607-4f6b-452f-b5e8-b11b00e527a6,""
alimentos,actor,,OK,rojo,"Lo condenaron por robo: tiene 3 años de prisión suspendida y debe cumplir obligaciones",https://notificar-clara.vercel.app/n/aec2eb00-46ab-4010-844e-6319f86bdd64,""
alimentos,actor,visual,OK,rojo,"Usted ha sido condenado a prisión en suspenso por robo. Debe cumplir obligaciones y puede apelar.",https://notificar-clara.vercel.app/n/30d3ab67-ce4a-4fd2-8c23-a1108ad2d586,""
alimentos,actor,auditiva,OK,rojo,"Lo han condenado a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/95f69b1c-a7ac-4652-88a8-8a02b6759909,""
alimentos,actor,motriz,OK,rojo,"Usted ha sido condenado por robo. Estas son sus obligaciones y derechos",https://notificar-clara.vercel.app/n/54b9749c-a576-444b-864a-75d5659c902f,""
alimentos,actor,intelectual,OK,rojo,"La justicia lo condenó por robo: qué significa y qué debe hacer ahora",https://notificar-clara.vercel.app/n/04c701cc-5e5e-4b56-a1f4-2caf7e49c058,""
alimentos,demandado,,OK,rojo,"Le condenaron a prisión en suspenso por robo, pero debe cumplir obligaciones importantes",https://notificar-clara.vercel.app/n/0520f50a-28c2-412f-84e1-cc960d987173,""
alimentos,demandado,visual,OK,rojo,"Le han condenado a prisión en suspenso por robo. Debe cumplir obligaciones y puede apelar",https://notificar-clara.vercel.app/n/b11df9f9-fb0c-4d34-b5a5-cf3fbd890796,""
alimentos,demandado,auditiva,OK,rojo,"Usted ha sido condenado por robo. Le explico la sentencia y qué debe hacer ahora",https://notificar-clara.vercel.app/n/878761e6-1ef6-4c6c-8dc6-df0933807203,""
alimentos,demandado,motriz,OK,rojo,"Usted ha sido condenado por robo. Esto es lo que debe saber",https://notificar-clara.vercel.app/n/9b220be9-048e-47f4-8f9a-63ab8bc552bd,""
alimentos,demandado,intelectual,OK,rojo,"Usted fue condenado por robo. La justicia le impone pena de prisión suspendida, obligaciones y debe pagar dinero",https://notificar-clara.vercel.app/n/aa0dc887-7a17-4dfc-a358-6f86d60395fb,""
alimentos,imputado,,OK,rojo,"Usted ha sido condenado por robo. La justicia le impone pena de prisión en suspenso y otras obligaciones",https://notificar-clara.vercel.app/n/2c31ab99-38b1-4e18-99cf-712952a480ea,""
alimentos,imputado,visual,OK,rojo,"Usted ha sido condenado a prisión en suspenso por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/c7bf0143-6fab-435a-941b-b4a05785df84,""
alimentos,imputado,auditiva,OK,rojo,"Lo han condenado a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/576d011e-025f-4cbf-a9ab-18610af7acf3,""
alimentos,imputado,motriz,OK,rojo,"Usted ha sido condenado a prisión en suspenso por robo. Debe cumplir obligaciones importantes.",https://notificar-clara.vercel.app/n/73c6a246-d07b-4bbb-8d17-2f84744c77f1,""
alimentos,imputado,intelectual,OK,rojo,"Lo condenan a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/e272eba0-a4cb-4e66-a265-a400b1d21327,""
alimentos,victima,,OK,rojo,"Usted ha sido condenado a prisión en suspenso por robo simple",https://notificar-clara.vercel.app/n/a0bb4bc4-c582-4e00-828a-24970ee281bf,""
alimentos,victima,visual,OK,rojo,"Lo condenaron: debe cumplir con la pena y las obligaciones que el juez le impone",https://notificar-clara.vercel.app/n/79628aca-c2c8-435f-ac7b-d523b139a6bc,""
alimentos,victima,auditiva,OK,rojo,"Lo han condenado a 3 años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/ae049d32-291d-43f0-b4b4-7c55bf9dde33,""
alimentos,victima,motriz,OK,rojo,"Usted ha sido condenado a tres años de prisión en suspenso por robo",https://notificar-clara.vercel.app/n/9be4465b-df76-4ec5-a70b-5a5c1b7cec1a,""
alimentos,victima,intelectual,OK,rojo,"Usted ha sido condenado a prisión en suspenso y debe cumplir obligaciones judiciales",https://notificar-clara.vercel.app/n/836072a3-eca5-4cfc-a3cc-dddf1307faac,""
alimentos,testigo,,OK,rojo,"Usted ha sido condenado por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/232006be-5b05-4d65-b1a1-1256c6e088b8,""
alimentos,testigo,visual,OK,rojo,"Lo que decidió el juez: usted fue condenado por robo",https://notificar-clara.vercel.app/n/81cc6fa4-c17d-4e60-b0c9-6067974c3b97,""
alimentos,testigo,auditiva,OK,rojo,"Ha sido condenado por robo. Conocé los detalles de la sentencia y qué debe hacer ahora.",https://notificar-clara.vercel.app/n/993bde47-d34c-4221-a0fa-55f009f65483,""
alimentos,testigo,motriz,OK,rojo,"Usted ha sido condenado por robo. Estos son sus derechos y obligaciones",https://notificar-clara.vercel.app/n/8f301e9f-7ad1-4cdb-939a-ccdae0f6ab4c,""
alimentos,testigo,intelectual,OK,rojo,"Usted ha sido condenado/a por robo. La justicia le impone pena de prisión suspendida y obligaciones que debe cumplir",https://notificar-clara.vercel.app/n/9d5754fc-d320-4379-b20c-8222f525bf1a,""
alimentos,nna_0_6,,OK,rojo,"Lo han condenado a prisión en suspenso por robo. Esto es una sentencia judicial que puede ser apelada.",https://notificar-clara.vercel.app/n/809fd1b5-bc32-430c-9a5c-77f1a4d51370,""
alimentos,nna_0_6,visual,OK,rojo,"Usted ha sido condenado por robo. Esto es lo que debe saber.",https://notificar-clara.vercel.app/n/97387575-48c2-4979-b31d-22cc2b10ecab,""
